movieId,title,genres,imdbId,tmdbId,g2,overview,poster_path,tagline
256,"Perez Family, The (1995)","Comedy,Romance",114113,63020,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","In the midst of the Mariel boat lift -- a hurried exodus of refugees from Cuba going to America -- an immigration clerk accidentally presumes that dissident Juan Raul Perez and Dorita Evita Perez are married. United by their last name and a mutual resolve to emigrate, Dorita and Juan agree to play along. But it gets complicated when the two begin falling for each other just as Juan reunites with his wife, Carmela, whom he hasn't seen in decades.",/paSbLkZL35t2fmdxoQNHv6ckVjw.jpg,"On the way to finding a family, she found love."
257,"Pyromaniac's Love Story, A (1995)","Comedy,Romance",114210,2307,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","A pastry boy and the son of a hair-piece mogul become involved in an arson scandal. Sergio is offered a bribe in exchange for taking the blame for the fire that destroys his workplace. Garet, the real arsonist, is apalled that someone else would try to take credit for his act of love. Before long, Sergio and Garet become entangled in a zany love-quadrangle involving Hattie and Stephanie. Written by Brian Whiting",/leJcOavVPUrYodUJteBOl7pRFuU.jpg,
264,"Quick and the Dead, The (1995)","Action,Thriller,Western",114214,12106,"[{'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}]","A mysterious woman comes to compete in a quick-draw elimination tournament, in a town taken over by a notorious gunman.",/50ZzhAMO6nunlCp7FrGj7VoLxJV.jpg,Think you are quick enough?
265,Roommates (1995),"Comedy,Drama",114296,161495,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",,/hvHNlMvWS2GBt7RR971bJ3k4bJc.jpg,
270,Rent-a-Kid (1995),Comedy,114268,36357,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10770, 'name': 'TV Movie'}]","Harry Habert, owner of a rent office has an original idea: To rent babies from a nearby orphanage to the local families. He rents the Ward brothers to his first customers...",/bIxNdNo4jNBLpcUoWvQ7LEnuA0w.jpg,
278,"Shawshank Redemption, The (1994)",Crime|Drama,111161,278,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]","Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",/q6y0Go1tsGEsmtFryDOJo3dEmqu.jpg,Fear can hold you prisoner. Hope can set you free.
272,Stuart Saves His Family (1995),Comedy,114571,28033,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","Stuart Smalley, the Saturday Night Live character, comes to the big screen. Stuart, the disciple of the 12 step program, is challenged by lifes injustices.",/9EwB291UkaAHhS3m7PQ6QLizu3w.jpg,
282,Swimming with Sharks (1995),"Comedy,Drama",114594,20306,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}]","A young, naive Hollywood studio assistant finally turns the tables on his incredibly abusive producer boss.",/jqsOhWIGccIJCe8zvHKQuWy5IJL.jpg,Life is not a movie
284,National Lampoon's Senior Trip (1995),Comedy,113936,27993,"[{'id': 35, 'name': 'Comedy'}]","While on detention, a group of misfits and slackers have to write a letter to the President explaining what is wrong with the education system. There is only one problem, the President loves it! Hence, the group must travel to Washington to meet the Main Man.",/qfMbFIGNIQ76FEu7Wg48aEbxFh1.jpg,Stupid tricks. Outrageous chaos. Total destruction. They're taking it on the road.
286,Tank Girl (1995),"Action,Comedy,Sci-Fi",114614,9067,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]","Based on the British cult comic-strip, our tank-riding anti-heroine fights a mega-corporation, which controls the world's water supply.",/n3QWQhb5oVJxTLNKMLmA9xC5XwB.jpg,"In 2033, justice rides a tank and wears lip gloss."
287,Tales from the Crypt Presents: Demon Knight (1995),"Horror,Thriller",114608,9059,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",A man on the run is hunted by a demon known as the Collector.,/8uD5yk0ECebJ59lhvhTBKhUojc.jpg,Ready for your deadtime story?
289,Tales from the Hood (1995),"Action,Crime,Horror",114609,25066,"[{'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",A strange funeral director tells four strange tales of horror with an African American focus to three drug dealers he traps in his place of business.,/3OrapxFNr12AhRxupQ8Z2jP1D13.jpg,Chill or be Chilled
291,Village of the Damned (1995),"Horror,Sci-Fi",114852,12122,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]","An American village is visited by some unknown life form which leaves the women of the village pregnant. Nine months later, the babies are born, and they all look normal, but it doesn't take the ""parents"" long to realize that the kids are not human or humane.",/iwmI6kZWPJ9TYC4PJ0fi80TNFx5.jpg,Beware the Children
292,Tommy Boy (1995),Comedy,114694,11381,"[{'id': 35, 'name': 'Comedy'}]","Party animal Tommy Callahan is a few cans short of a six-pack. But when the family business starts tanking, it's up to Tommy and number-cruncher Richard Hayden to save the day.",/lbsuDUaTH9POXWb4Inyck8gZFck.jpg,"If at first you don't succeed, lower your standards."
294,Underneath (1995),"Mystery,Thriller",114788,36141,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]","Michael Chambers has come home to Austin, Texas. To the mother who's starting a new life and the brother driven by old jealousies. To the places he remembers and the memories he can't forget. And to Rachel, the woman he married and then betrayed with his passion for gambling. Now she's together with Tommy Dundee, a man no one trifles with. He takes care of her in a way Michael never could, but there's a price for his attention and Rachel knows this. And when Michael devises a plan to get Rachel out from under Tommy's control, they become entangled in a web of intrigue, danger and desire from which no one escapes unscathed.",/xoMf6741KkVgHMqVWCvflqTHf09.jpg,"For passion, betrayal and murder... there's still no place like home."
295,"Walking Dead, The (1995)","Drama,War",114888,95963,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]","Five young marines on a suicide mission in Vietnam, struggle for survival in a jungle minefield. The mean streets of home did not prepare them for this.",/lP0YJPbtshhFHGVSgiQojuiC1im.jpg,Surviving the streets was just a rehearsal.
297,Virtuosity (1995),"Action,Sci-Fi,Thriller",114857,9271,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]","The Law Enforcement Technology Advancement Centre (LETAC) has developed SID version 6.7: a Sadistic, Intelligent, and Dangerous virtual reality entity which is synthesized from the personalities of more than 150 serial killers, and only one man can stop him.",/7vdg9lA1un8TrNLlLKsaQtVqs4a.jpg,Justice needs a new program.
298,While You Were Sleeping (1995),"Comedy,Romance",114924,2064,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","A love story built on a misunderstanding. A transit worker pulls commuter Peter off the tracks after he's mugged. But while he's in a coma, his family mistakenly thinks she's Peter's fiancée, and she doesn't correct them. Things get more complicated when she falls for his brother, who's not quite sure that she's who she claims to be.",/9StV7DX4ZtRZGJs9VcVEPvxIKL6.jpg,A story about love at second sight.
302,"Baby-Sitters Club, The (1995)",Children,112435,48287,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]","It's the story about seven very different best friends, and one summer that will bring them together like never before.",/1Hbz9SWu98m4LsMPxfRNFIGKxuT.jpg,Friends Forever
317,Higher Learning (1995),Drama,113305,16295,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]","Malik (Omar Epps) is an African-American student attending on a track scholarship; academics are not his strong suit, and he goes in thinking that his athletic abilities will earn him a free ride through college. Fudge (Ice Cube), a ""professional student"" who has been at Columbus for six years so far, becomes friendly with Malik and challenges his views about race and politics in America.",/cLeOjovcDq9kULToHuoXa1xmvET.jpg,
342,Bad Company (1995),"Action,Crime,Drama",112443,40480,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]","Nelson Crowe is a CIA operative under the thumb of the Company for a disputed delivery of $50,000 in gold. They blackmail him into working for the Grimes Organization, which is set up as a private company for hire, to blackmail prominent individuals. Crowe, working with Margaret Wells (another former Covert Operations operative), blackmails and bribes a State Supreme Court judge, but the deal sours. One of Crowe's co-workers, Tod Stapp, discovers Crowe's current CIA involvement in a plot to overthrow Grimes, and blackmails him to be cut in on the deal. More blackmail occurs as Wells manipulates Crowe to kill Grimes, then the CIA uses that discovery to blackmail Wells into killing Crowe. Who can you trust???",/tq9dJtuOAMhBjXTaJ7WrD0mEWHe.jpg,Bribery. Blackmail. Murder. Specialities of the house.
346,Boys Life (1995),Drama,112570,39953,"[{'id': 18, 'name': 'Drama'}]","Each of the three short films in this collection presents a young gay man at the threshold of adulthood. In ""Pool Days,"" Justin is a 17-year old Bethesda lad, hired as the evening life guard at a fitness center. In the course of the summer, he realizes and embraces that he's gay. In ""A Friend of Dorothy,"" Winston arrives from upstate for his freshman year at NYU. He has to figure out, with some help from Anne, a hometown friend, how to build a social life as a young gay man in the city. In ""The Disco Years,"" Tom looks back on 1978, the year in high school that he came out of the closet after one joyful and several painful encounters",/dyzCRoZCjb2Rafmiws8ySGMt56T.jpg,"3 Tales of Love, Lust, & Liberation"
353,In the Mouth of Madness (1995),"Horror,Thriller",113409,2654,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","With the disappearance of hack horror writer Sutter Cane, all Hell is breaking loose...literally! Author Cane, it seems, has a knack for description that really brings his evil creepy-crawlies to life. Insurance investigator John Trent is sent to investigate Cane's mysterious vanishing act and ends up in the sleepy little East Coast town of Hobb's End.",/xgrCUFFimv5gom3X01KpLIPVt1E.jpg,Lived Any Good Books Lately?
406,Live Nude Girls (1995),Comedy,113674,26271,"[{'id': 35, 'name': 'Comedy'}]","A group of old friends at a Hens Night discuss their issues, uncertainties, fears and fantasies.",/Akk7MMkH2g95e6LghQBNrDzKiAy.jpg,"Sex, Lies and Fantasies... Unrated!"
407,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)","Comedy,Romance",112966,10612,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","When an English cartographer arrives in Wales to tell the residents of the Welsh village of Ffynnon Garw  that their ""mountain"" is only a hill, the offended community sets out to remedy the situation.  The film is based on a story heard by Christopher Monger from his grandfather about the real village of Taff's Well,  in the old county of Glamorgan, and its neighbouring Garth Hill. However, due to 20th century urbanisation of the area, it was filmed in the more rural Llanrhaeadr-ym-Mochnant and Llansilin areas in Powys.",/ls7KPoxNiy3IcAot3QB0oFuMtdW.jpg,
432,Executive Decision (1996),"Action,Adventure,Thriller",116253,2320,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","Terrorists hijack a 747 inbound to Washington D.C., demanding the the release of their imprisoned leader. Intelligence expert David Grant (Kurt Russell) suspects another reason and he is soon the reluctant member of a special assault team that is assigned to intercept the plane and hijackers.",/wmgkFuEr8bHRAgs1HS5U46Rzo0I.jpg,Fasten your seat belts
490,Welcome to the Dollhouse (1995),"Comedy,Drama",114906,11446,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",An unattractive 7th grader struggles to cope with suburban life as the middle child with un-attentive parents and bullies at school.,/jvxLLHwpK52ZJUusd2RJv8oLHUJ.jpg,Not all girls want to play with dolls.
502,"Celluloid Closet, The (1995)",Documentary,112651,32562,"[{'id': 36, 'name': 'History'}, {'id': 99, 'name': 'Documentary'}]","This documentary highlights the historical contexts that gays, lesbians, bisexuals and transgenders have occupied in cinema history, and shows the evolution of the entertainment industry's role in shaping perceptions of LGBT figures. The issues addressed include secrecy – which initially defined homosexuality – as well as the demonization of the homosexual community with the advent of AIDS, and finally the shift toward acceptance and positivity in the modern era.",/yu7dybHQPXdmqmW7oPecaICo3Mr.jpg,
504,"Brady Bunch Movie, The (1995)",Comedy,112572,9066,"[{'id': 35, 'name': 'Comedy'}]","The original 70's TV family is now placed in the 1990's, where they're even more square and out of place than ever.",/zqUFRgbHec3zEMI8jqzau5jYn8Z.jpg,
519,One Fine Day (1996),"Drama,Romance",117247,7300,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","Melanie Parker, an architect and mother of Sammy, and Jack Taylor, a newspaper columnist and father of Maggie, are both divorced. They meet one morning when overwhelmed Jack is left unexpectedly with Maggie and forgets that Melanie was to take her to school. As a result, both children miss their school field trip and are stuck with the parents. The two adults project their negative stereotypes of ex-spouses on each other, but end up needing to rely on each other to watch the children as each must save his job. Humor is added by Sammy's propensity for lodging objects in his nose and Maggie's tendency to wander.",/yJETLNpYeEpDar7tJK1KedYGLgx.jpg,She was having a perfectly bad day... Then he came along and spoiled it.
520,Candyman: Farewell to the Flesh (1995),"Fantasy,Horror",112625,10824,"[{'id': 27, 'name': 'Horror'}]","The Candyman moves on to New Orleans and starts his horrific murders once more. This time, his intended victim is a school teacher. Her father was killed by the Candyman, and brother wrongly accused of the murders.",/yYIMENwSbHM6mt3pSkoAV5RqSHR.jpg,Evil comes when you call his name.
521,Fargo (1996),"Comedy,Crime,Drama,Thriller",116282,275,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","Jerry, a small-town Minnesota car salesman is bursting at the seams with debt... but he's got a plan. He's going to hire two thugs to kidnap his wife in a scheme to collect a hefty ransom from his wealthy father-in-law. It's going to be a snap and nobody's going to get hurt... until people start dying. Enter Police Chief Marge, a coffee-drinking, parka-wearing - and extremely pregnant - investigator who'll stop at nothing to get her man. And if you think her small-time investigative skills will give the crooks a run for their ransom... you betcha!",/pyEkyYgtyjOX1R9EYyUcgbK1sTn.jpg,A lot can happen in the middle of nowhere.
522,Homeward Bound II: Lost in San Francisco (1996),"Adventure,Children",116552,25059,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]","Your favorite talking animals are back! The film focuses on the further adventures of Shadow (voiced by Ralph Waite), Sassy (voiced by Sally Field), and Chance (voiced by Michael J. Fox). Shadow is the old, wise one and presumably the leader of the three. Sassy is the smart-aleck of the bunch, but helpful in times as well. Chance is the young, anxious one who usually gets into trouble and relies o",/6oFXtbLt9IyoK6rdvdt0ccF6hGP.jpg,Your favorite talking animals are back!
524,Hellraiser: Bloodline (1996),"Action,Horror,Sci-Fi",116514,8766,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]","In the 22nd century, a scientist attempts to right the wrong his ancestor created: the puzzle box that opens the gates of Hell and unleashes Pinhead and his Cenobite legions",/gw8wzitvvPUX7pK6a56KPDbxFqB.jpg,"This year, the past, the present and the future will all meet at the crossroads of hell."
525,"Pallbearer, The (1996)",Comedy,117283,23570,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","Aspiring architect Tom Thompson is told by mysterious Ruth Abernathy that his best friend, ""Bill,"" has taken his own life. Except that Tom has never met Bill and neither have his incredulous friends. So when Tom foolishly agrees to give the eulogy at Bill's funeral, it sets him on a collision course with Ruth -- who is revealed to be Bill's oversexed mother -- and Julie DeMarco, the longtime crush Tom hasn't seen since they were teens.",/zbgaHONbpNYrpBVdmKcj2MyTHtI.jpg,Something magical is about to unfold in the most unexpected place.
526,Jane Eyre (1996),"Drama,Romance",116684,47333,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","Jane Eyre is an orphan cast out as a young girl by her aunt, Mrs. Reed, and sent to be raised in a harsh charity school for girls. There she learns to be come a teacher and eventually seeks employment outside the school. Her advertisement is answered by the housekeeper of Thornfield Hall, Mrs. Fairfax.",/cAcTKmzDGv8xfVNfDMSUXR3qiMX.jpg,The passionate tale of forbidden secrets!
529,"Flower of My Secret, The (La flor de mi secreto) (1995)","Comedy,Drama",113083,4307,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","Marisa Paredes is Leocadia (""Leo"") Macias, a woman writing “pink” romance novels under the alias of Amanda Gris that are very popular all across Spain. Unlike her romantic novels, her own love life is troubled. Leo has a less than happy relationship with her husband Paco, a military officer stationed in Brussels then later in Bosnia, who is distant both physically and emotionally.",/ssWPuAaSbIwWczkKAfvk2hTAVoX.jpg,Every woman has a secret...
530,Two Much (1995),"Comedy,Romance",118001,46029,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",A young gallerist is in love with two sisters at the same time. In order to solve the problem he decides to invent his own twin-brother.,/pTnIGNlRn0aLe4xWVLpXLsnDmt2.jpg,
531,Ed (1996),Comedy,116165,32308,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","Jack Cooper (Matt LeBlanc) could be a world-class baseball pitcher if he didn't keep buckling under the pressure. He tries to keep his spirits up after he's traded to a minor league team but loses all hope when he discovers that Ed, one of his teammates, is a chimp. Ed used to be the team mascot, but was promoted to third base when the owners realized he had a talent for baseball. As Jack struggles to get used to his new surroundings, Ed helps him regain his confidence on and off the field.",/gH56Ib8XoRUqYsEEaMRgzejkty9.jpg,Minor league. Major friendship.
532,"Thin Line Between Love and Hate, A (1996)",Comedy,117891,28121,"[{'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]","Nightclub manager Darnell Wright is a perpetual playboy who is almost as devoted to his job as he is to the pursuit of beautiful women. After he sets his sights on the ultra-classy Brandi Web, he launches an all-out assault to win her heart. Ultimately, charm, lust and passion prevail, but Darnell learns the hard way that when you play, you pay. Brandi is much harder to get rid of than she was to get--especially when she realizes that she has a rival vying for Darnell's affection. When he finally decides to call it quits, Brandi becomes an obsessed femme fatale stalking the new love of her life.",/sDDdImTQGeMYqSQgKNlZCrzmfgt.jpg,"When you play, you pay."
533,"Last Supper, The (1995)","Drama,Thriller",113613,12520,"[{'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]","A group of idealistic, but frustrated, liberals succumb to the temptation of murdering rightwing pundits for their political beliefs.",/7H68q5zKJBhrjKmsXSGfaCmkkmU.jpg,Love... Sex... Life... Death. In this house it's all on the table.
534,Primal Fear (1996),"Crime,Drama,Mystery,Thriller",117381,1592,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","An arrogant, high-powered attorney takes on the case of a poor altar boy found running away from the scene of the grisly murder of the bishop who has taken him in. The case gets a lot more complex when the accused reveals that there may or may not have been a 3rd person in the room. The intensity builds when a surprise twist alters everyone's perception of the crime.",/jaDUxqDju6zqoADVKvZo2OunoRC.jpg,"Sooner or later, a man who wears two faces forgets which one is real."
535,All Dogs Go to Heaven 2 (1996),"Adventure,Animation,Children,Fantasy,Musical,Romance",115509,19042,"[{'id': 10749, 'name': 'Romance'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]","Charlie and Itchy return to Earth to find Gabriel's Horn, but along the way meet up with a young boy named David, who ran away from home.",/4JClwkSL1L64bkExyuShmm8zHLR.jpg,Heaven help us! Look who's back in the adventure of 2 lifetimes.
536,Land and Freedom (Tierra y libertad) (1995),"Drama,War",114671,38884,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}, {'id': 10749, 'name': 'Romance'}]","The movie narrates the story of David Carr, an unemployed worker and member of the Communist Party of Great Britain. In 1936 he decides to fight for the Republican side in the Spanish Civil War, an anti-fascist coalition of liberals, communists and anarchists. Similar to George Orwell's experiences documented in Homage to Catalonia, he joins the POUM worker militia and witnesses first hand the betrayal of the Spanish revolution by the Stalinists, loyal only to the dictat of Moscow.",/6pBxruRCygxR4AcmilYr8YIe0a9.jpg,The fight against fascism begins with the fight against Stalinism.
537,Denise Calls Up (1995),Comedy,112844,47449,"[{'id': 35, 'name': 'Comedy'}]","A group of friends in New York, working away at their PCs and laptops, keep in touch exclusively by phone and fax. They are all too busy to meet face to face. Gale plays matchmaker, by phone, to Jerry and Barbara who, in turn, hit it off beautifully – via phone and fax. Martin gets a telephone call from someone he's never met. It's Denise, with some extraordinary news. Tapping away at his computer all the while, he develops a sort of friendship with Denise – via phone. And so it goes as the friends, tap, tap, tapping away, share news, hopes, and dreams – via phone and fax. Finally Gale has an unfortunate encounter with a phone, Denise has some more news for Martin, and Frank plans a gala New Year's Eve party, but will he answer the door?",/y3Jzrup1AARl8TBaQPbTR1FRnx8.jpg,"A hilarious heart-ringing fable about life, love and hangups."
538,Theodore Rex (1995),Comedy,114658,36259,"[{'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]","In an alternate futuristic society, a tough female police detective is paired with a talking dinosaur to find the killer of dinosaurs and other prehistoric animals leading them to a mad scientist bent on creating a new Armageddon.",/aQhmZkynXG7Gu3YGSmF9k2skL3W.jpg,The world's toughest cop is getting a brand new partner. And he's a real blast from the past!
539,"Family Thing, A (1996)","Comedy,Drama",116275,41852,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","Earl Pilcher Jr., runs an equipment rental outfit in Arkansas, lives with his wife and kids and parents, and rarely takes off his gimme cap. His mother dies, leaving a letter explaining he's not her natural son, but the son of a Black woman who died in childbirth; plus, he has a half brother Ray, in Chicago, she wants him to visit. Earl makes the trip, initially receiving a cold welcome from Ray and Ray's son, Virgil. His birth mother's sister, Aunt T., an aged and blind matriarch, takes Earl in tow and insists that the family open up to him.",/1FUTcckvJqdjAZkewfIYYj7fmOu.jpg,"With family, everything is relative."
540,Frisk (1995),Drama,113122,40926,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","A first person narrative of a gay serial killer explores violence, sexuality, and imagination.",/q1qI7bxOUMUPxUUALkTjXa1EiCP.jpg,
541,Sgt. Bilko (1996),Comedy,117608,9099,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",The army is known for churning out lean mean fighting machines intent on protecting our great nation. Martin is the inexplicable the incorrigible the invicible sgt. Ernie bilko leader of a ragtag group of the sorriest soldiers ever to enlist in the armed forces.,/lP9i3lzCwz8mu8ynuzJJBu4Sa9u.jpg,All he ever wanted was an honest week's pay for an honest day's work.
542,Jack and Sarah (1995),Romance,113448,2021,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","Jack always lands on his feet. He lands on his feet when he marries the beautiful Sarah. He lands on his feet when he buys a luxurious new home. However, when Sarah goes into labour, he takes a tumble down the stairs and lands on his head. When he comes around he discovers he is the proud father of a baby girl, but deficient in the spouse department to the tune of 1.",/vK6fm3T3FZxzYT4jDirKBp0SCSL.jpg,"She's not proper, she's not fitting, she's not British, but to Jack she's a breath of fresh air."
543,Girl 6 (1996),"Comedy,Drama",116414,61752,"[{'id': 35, 'name': 'Comedy'}]","Girl 6 is a 1996 American film by director Spike Lee about a phone sex operator. Theresa Randle played the title character, and playwright Suzan-Lori Parks wrote the screenplay. The soundtrack is composed entirely of songs written by Prince. The film was screened in the Un Certain Regard section at the 1996 Cannes Film Festival. Directors Quentin Tarantino and Ron Silver make cameo appearances as film directors at a pair of interesting auditions.",/iy0w5k8icgoBpbTi9JLqUiTSeCU.jpg,"A fresh, sassy and sexy comedy!"
544,Diabolique (1996),"Drama,Thriller",116095,10988,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","The wife and mistress of a cruel school master collaborate in a carefully planned and executed attempt to murder him. The plan goes well until the body, which has been strategically dumped, disappears. The strain starts to tell on the two women as a retired police investigator who is looking into the disappearance on a whim begins to think that they know more than they are telling, and their mental state is not helped when their victim is seen, apparently alive and well by one of the pupils.",/woBHA1Obn53zziO6h0N9340SGMv.jpg,Two women. One man. The combination can be murder.
545,Nelly & Monsieur Arnaud (1995),Drama,113947,12652,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","Nelly leaves her lazy, unemployed husband to work for retired judge Mr Arnaud, forty years her senior, after he offers to clear her bills for her. While she types his memoirs the two develop a close friendship, but Arnaud becomes jealous when Nelly begins dating his good-looking young publisher.",/vtQl8XRlR0YRAHSZvBweMeePrVu.jpg,
546,Courage Under Fire (1996),"Action,Crime,Drama,War",115956,10684,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10752, 'name': 'War'}]","A US Army officer had made a ""friendly fire"" mistake that was covered up and he was reassigned to a desk job. Later he was tasked to investigate a female chopper commander's worthiness to be awarded the Medal of Honor posthumously. At first all seemed in order then he begins to notice inconsistencies between the testimonies of the witnesses....",/lPAzGRgc2afaGsYwFX7Iez8gzmq.jpg,A medal for honor. A search for justice. A battle for truth.
547,Mission: Impossible (1996),"Action,Adventure,Mystery,Thriller",117060,954,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","When Ethan Hunt, the leader of a crack espionage team whose perilous operation has gone awry with no explanation, discovers that a mole has penetrated the CIA, he's surprised to learn that he's the No. 1 suspect. To clear his name, Hunt now must ferret out the real double agent and, in the process, even the score.",/vmj2PzTLC6xJvshpq8SlaYE3gbd.jpg,Expect the Impossible.
548,Cold Fever (Á köldum klaka) (1995),"Comedy,Drama",109028,68445,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",A Japanese businessman travels to Iceland and has a series of misadventures while venturing to a remote area to perform a traditional burial ritual where his parents died several years back.,/4aytLuIicECojFIJCqaLk1fj1rf.jpg,
549,Moll Flanders (1996),Drama,117071,18989,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","The daughter of a thief, young Moll is placed in the care of a nunnery after the execution of her mother. However, the actions of an abusive priest lead Moll to rebel as a teenager, escaping to the dangerous streets of London. Further misfortunes drive her to accept a job as a prostitute from the conniving Mrs. Allworthy. It is there that Moll first meets Hibble, who is working as Allworthy's servant but takes a special interest in the young woman's well-being. With his help, she retains hope for the future, ultimately falling in love with an unconventional artist who promises the possibility of romantic happiness.",/xR1Whba2hyUpKCa0FE18hVCG9jb.jpg,The remarkable story of one woman's unbreakable spirit.
550,Dragonheart (1996),"Action,Adventure,Fantasy",116136,8840,"[{'id': 14, 'name': 'Fantasy'}]","In an ancient time when majestic fire-breathers soared through the skies, a knight named Bowen comes face to face and heart to heart with the last dragon on Earth, Draco. Taking up arms to suppress a tyrant king, Bowen soon realizes his task will be harder than he'd imagined: If he kills the king, Draco will die as well.",/5bqI54aIyPDzPKkScwJprzbAsIi.jpg,You will believe.
