movieId,tmdbId,budget,genres,homepage,keywords,original_language,original_title,overview,poster_path,backdrop_path,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
491,8247,85000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",http://www.fox.co.uk/jumper,"[{""id"": 704, ""name"": ""adolescence""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1452, ""name"": ""loss of child""}, {""id"": 1721, ""name"": ""fight""}, {""id"": 3713, ""name"": ""chase""}, {""id"": 3822, ""name"": ""teleportation""}, {""id"": 4769, ""name"": ""supernatural powers""}, {""id"": 4820, ""name"": ""leap in time""}, {""id"": 4986, ""name"": ""enemy""}, {""id"": 6170, ""name"": ""motherly love""}]",en,Jumper,"David Rice is a man who knows no boundaries, a Jumper, born with the uncanny ability to teleport instantly to anywhere on Earth. When he discovers others like himself, David is thrust into a dangerous and bloodthirsty war while being hunted by a sinister and determined group of zealots who have sworn to destroy all Jumpers. Now, David’s extraordinary gift may be his only hope for survival!",/3pPZ9JhNz3VMmASVir5SMHvTDUU.jpg,/fIlBSPeGnSwIxuZbqQjR0EEbaIG.jpg,21.218,"[{""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Hypnotic"", ""id"": 7384}, {""name"": ""New Regency Pictures"", ""id"": 10104}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10-02-2008,222231186,88,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,anywhere is possible.,Jumper,5.9,1799
492,227156,25000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]",http://thegiverfilm.com/,"[{""id"": 4565, ""name"": ""dystopia""}, {""id"": 12999, ""name"": ""black and white""}, {""id"": 223438, ""name"": ""based on young adult novel""}]",en,The Giver,"In a seemingly perfect community, without war, pain, suffering, differences or choice, a young boy is chosen to learn from an elderly man about the true pain and pleasure of the ""real"" world.",/ckchcez2u40myIAgkfdVyzofX2T.jpg,/gFKC66PEiM2Xuzgpg1OwVzWjzPn.jpg,53.811461,"[{""name"": ""The Weinstein Company"", ""id"": 308}, {""name"": ""Walden Media"", ""id"": 10221}, {""name"": ""Tonik Productions"", ""id"": 17145}, {""name"": ""Asis Productions"", ""id"": 53464}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11-08-2014,66980456,94,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Search for truth. Find freedom.,The Giver,6.4,1798
493,138103,90000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",http://theexpendables3film.com/,"[{""id"": 591, ""name"": ""cia""}, {""id"": 6163, ""name"": ""arms dealer""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 11107, ""name"": ""rescue mission""}, {""id"": 11612, ""name"": ""hospital""}, {""id"": 14643, ""name"": ""battle""}, {""id"": 157424, ""name"": ""sledgehammer""}, {""id"": 188944, ""name"": ""revolver""}]",en,The Expendables 3,"Barney, Christmas and the rest of the team comes face-to-face with Conrad Stonebanks, who years ago co-founded The Expendables with Barney. Stonebanks subsequently became a ruthless arms trader and someone who Barney was forced to kill… or so he thought. Stonebanks, who eluded death once before, now is making it his mission to end The Expendables -- but Barney has other plans. Barney decides that he has to fight old blood with new blood, and brings in a new era of Expendables team members, recruiting individuals who are younger, faster and more tech-savvy. The latest mission becomes a clash of classic old-school style versus high-tech expertise in the Expendables’ most personal battle yet.",/6MD1qPgEdvOfPCJkA1dq0SdOz2.jpg,/sJDBJxKWG7h3VpG6jc9Mm9bw4kG.jpg,61.025639,"[{""name"": ""Davis-Films"", ""id"": 342}, {""name"": ""Nu Image Films"", ""id"": 925}, {""name"": ""LionsGate"", ""id"": 7571}, {""name"": ""Millennium Films"", ""id"": 10254}, {""name"": ""Ex3 Productions"", ""id"": 28384}, {""name"": ""Fipex Holding"", ""id"": 40822}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",04-08-2014,206172544,127,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,New team. New attitude. New mission.,The Expendables 3,6.1,1795
494,580096,5000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}]",http://www.sonyclassics.com/moon/,"[{""id"": 305, ""name"": ""moon""}, {""id"": 310, ""name"": ""artificial intelligence""}, {""id"": 402, ""name"": ""clone""}, {""id"": 1533, ""name"": ""isolation""}, {""id"": 2964, ""name"": ""future""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 9882, ""name"": ""space""}, {""id"": 11628, ""name"": ""cloning""}, {""id"": 12185, ""name"": ""moon base""}]",en,Moon,"With only three weeks left in his three year contract, Sam Bell is getting anxious to finally return to Earth. He is the only occupant of a Moon-based manufacturing facility along with his computer and assistant, GERTY. When he has an accident however, he wakens to find that he is not alone.",/qtJSsTeq1yIN8WNu6lb4o8DC19N.jpg,None,46.114184,"[{""name"": ""Liberty Films UK"", ""id"": 3316}, {""name"": ""Lunar Industries"", ""id"": 3317}, {""name"": ""Xingu Films"", ""id"": 3318}, {""name"": ""Limelight Fund"", ""id"": 12018}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",12-06-2009,9760104,97,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The last place you'd ever expect to find yourself.,Moon,7.6,1794
495,676,140000000,"[{""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]",,"[{""id"": 428, ""name"": ""nurse""}, {""id"": 1627, ""name"": ""patriotism""}, {""id"": 1668, ""name"": ""hawaii""}, {""id"": 1956, ""name"": ""world war ii""}, {""id"": 3203, ""name"": ""pilot""}, {""id"": 3365, ""name"": ""pearl harbor""}, {""id"": 3366, ""name"": ""u.s. air force""}, {""id"": 3800, ""name"": ""airplane""}, {""id"": 6091, ""name"": ""war""}, {""id"": 6092, ""name"": ""army""}, {""id"": 9673, ""name"": ""love""}, {""id"": 155565, ""name"": ""pin-up""}]",en,Pearl Harbor,"The lifelong friendship between Rafe McCawley and Danny Walker is put to the ultimate test when the two ace fighter pilots become entangled in a love triangle with beautiful Naval nurse Evelyn Johnson. But the rivalry between the friends-turned-foes is immediately put on hold when they find themselves at the center of Japan's devastating attack on Pearl Harbor on Dec. 7, 1941.",/y8A0Cvp8WQmZ3bjbnsL53lY0dsC.jpg,/zv1xOEQzebKyku349qDZ085FZlO.jpg,34.20669,"[{""name"": ""Jerry Bruckheimer Films"", ""id"": 130}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",21-05-2001,449220945,183,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}]",Released,It takes a moment to change history. It takes love to change lives.,Pearl Harbor,6.6,1791
496,1366,1000000,"[{""id"": 18, ""name"": ""Drama""}]",,"[{""id"": 240, ""name"": ""underdog""}, {""id"": 276, ""name"": ""philadelphia""}, {""id"": 396, ""name"": ""transporter""}, {""id"": 700, ""name"": ""italo-american""}, {""id"": 1721, ""name"": ""fight""}, {""id"": 2038, ""name"": ""love of one's life""}, {""id"": 2416, ""name"": ""publicity""}, {""id"": 2792, ""name"": ""boxer""}, {""id"": 4097, ""name"": ""independence""}, {""id"": 4487, ""name"": ""boxing match""}, {""id"": 4613, ""name"": ""training""}, {""id"": 4663, ""name"": ""lovers""}, {""id"": 4902, ""name"": ""surprise""}, {""id"": 5378, ""name"": ""world champion""}, {""id"": 5383, ""name"": ""amateur""}, {""id"": 6067, ""name"": ""victory""}]",en,Rocky,"When world heavyweight boxing champion, Apollo Creed wants to give an unknown fighter a shot at the title as a publicity stunt, his handlers choose palooka Rocky Balboa, an uneducated collector for a Philadelphia loan shark. Rocky teams up with trainer  Mickey Goldmill to make the most of this once in a lifetime break.",/hEjK9A9BkNXejFW4tfacVAEHtkn.jpg,/vXQM4RH7mYLoR6oCsXTNk2cIVUj.jpg,72.19808,"[{""name"": ""United Artists"", ""id"": 60}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",21-11-1976,117235147,119,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,His whole life was a million-to-one shot.,Rocky,7.5,1791
497,39513,40000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",http://paulthemovie.co.uk/,"[{""id"": 1768, ""name"": ""san diego""}, {""id"": 177163, ""name"": ""area 51""}, {""id"": 177178, ""name"": ""alien space craft""}, {""id"": 177180, ""name"": ""hit with a chair""}, {""id"": 177181, ""name"": ""shot in the knee""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 208289, ""name"": ""1980s""}]",en,Paul,"For the past 60 years, a space-traveling smart-ass named Paul has been locked up in a top-secret military base, advising world leaders about his kind. But when he worries he’s outlived his usefulness and the dissection table is drawing uncomfortably close, Paul escapes on the first RV that passes by his compound in Area 51. Fortunately, it contains the two earthlings who are most likely to rescue and harbor an alien on the run.",/ijTJf6evpPF0DgGMgiUFxbDgnJh.jpg,/kl3rMfydlxyLDsZidSUCEWm8K0M.jpg,43.151268,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Big Talk Productions"", ""id"": 443}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Working Title Films"", ""id"": 10163}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",14-02-2011,97552050,104,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Who's up for a close encounter?,Paul,6.5,1789
498,2787,23000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}]",http://www.pitchblack.com/,"[{""id"": 3762, ""name"": ""darkness""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 4803, ""name"": ""comet""}, {""id"": 4862, ""name"": ""alien life-form""}, {""id"": 10349, ""name"": ""survival""}, {""id"": 14773, ""name"": ""eclipse""}, {""id"": 14774, ""name"": ""flask""}, {""id"": 14775, ""name"": ""corps""}]",en,Pitch Black,"When their ship crash-lands on a remote planet, the marooned passengers soon learn that escaped convict Riddick isn't the only thing they have to fear. Deadly creatures lurk in the shadows, waiting to attack in the dark, and the planet is rapidly plunging into the utter blackness of a total eclipse. With the body count rising, the doomed survivors are forced to turn to Riddick with his eerie eyes to guide them through the darkness to safety. With time running out, there's only one rule: Stay in the light.",/3AnlxZ5CZnhKKzjgFyY6EHxmOyl.jpg,/jIibfKqDN5i5ZU0vshk06UEUaVg.jpg,18.493202,"[{""name"": ""Interscope Communications"", ""id"": 10201}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",18-02-2000,53187659,108,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Don't be afraid of the dark. Be afraid of what's in the dark,Pitch Black,6.7,1789
499,136797,30000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}]",,"[{""id"": 258, ""name"": ""bomb""}, {""id"": 822, ""name"": ""airport""}, {""id"": 992, ""name"": ""bus""}, {""id"": 2776, ""name"": ""bus ride""}, {""id"": 3306, ""name"": ""highway""}, {""id"": 157251, ""name"": ""bomb planting""}]",en,Speed,"Los Angeles SWAT cop Jack Traven is up against bomb expert Howard Payne, who's after major ransom money. First it's a rigged elevator in a very tall building. Then it's a rigged bus--if it slows, it will blow, bad enough any day, but a nightmare in LA traffic. And that's still not the end.",/z42kyMizgDKetejusZgucSQsQ4l.jpg,/syVAWAnY6fTBDDFntHsM8vFjKex.jpg,49.526736,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",09-06-1994,350448145,116,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Get ready for rush hour,Speed,6.8,1783
500,82682,60000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",http://gangstersquad.warnerbros.com/,"[{""id"": 12670, ""name"": ""los angeles""}, {""id"": 13142, ""name"": ""gangster""}]",en,Gangster Squad,"Los Angeles, 1949. Ruthless, Brooklyn-born mob king Mickey Cohen runs the show in this town, reaping the ill-gotten gains from the drugs, the guns, the prostitutes and — if he has his way — every wire bet placed west of Chicago. And he does it all with the protection of not only his own paid goons, but also the police and the politicians who are under his control. It’s enough to intimidate even the bravest, street-hardened cop… except, perhaps, for the small, secret crew of LAPD outsiders led by Sgt. John O’Mara and Jerry Wooters who come together to try to tear Cohen’s world apart.",/1eW9kFSuTQfyMvZKtxlnwKRBvI.jpg,/eBw5K3pmClsLO7N2FqgthuScKUx.jpg,29.041198,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Lin Pictures"", ""id"": 2723}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Langley Park Production"", ""id"": 8057}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10-01-2013,105200903,113,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,No Names. No Badges. No Mercy.,Gangster Squad,6.2,1778
501,107985,20000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",,"[{""id"": 10150, ""name"": ""end of the world""}, {""id"": 12332, ""name"": ""apocalypse""}, {""id"": 33452, ""name"": ""trilogy""}, {""id"": 172514, ""name"": ""homage""}]",en,The World's End,Five friends who reunite in an attempt to top their epic pub crawl from 20 years earlier unwittingly become humankind's only hope for survival.,/kpglnOBYmKn0AkkWDzGxzKHDbds.jpg,/cYDzmKptAh4hu3SFuto0cZGNB86.jpg,55.964605,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Big Talk Productions"", ""id"": 443}, {""name"": ""Focus Features"", ""id"": 10146}, {""name"": ""Working Title Films"", ""id"": 10163}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",18-07-2013,46089287,109,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Good food. Fine ales. Total Annihilation.,The World's End,6.7,1778
502,170,5000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",,"[{""id"": 212, ""name"": ""london england""}, {""id"": 968, ""name"": ""manchester city""}, {""id"": 1375, ""name"": ""submachine gun""}, {""id"": 1420, ""name"": ""gas station""}, {""id"": 5385, ""name"": ""survivor""}, {""id"": 5600, ""name"": ""daughter""}, {""id"": 12377, ""name"": ""zombie""}, {""id"": 188957, ""name"": ""virus""}]",en,28 Days Later,"Twenty-eight days after a killer virus was accidentally unleashed from a British research facility, a small group of London survivors are caught in a desperate struggle to protect themselves from the infected. Carried by animals and humans, the virus turns those it infects into homicidal maniacs -- and it's absolutely impossible to contain.",/w4SL5hv0qOanrN7GjwNgtjF1RtD.jpg,/veUl0QT8swshQ9Dz0fQ1k6ZkthD.jpg,45.490374,"[{""name"": ""DNA Films"", ""id"": 284}, {""name"": ""British Film Council"", ""id"": 10889}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",31-10-2002,82719885,113,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,His fear began when he woke up alone. His terror began when he realised he wasn't.,28 Days Later,7.1,1777
503,253412,55000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]",http://www.everestmovie.com/,"[{""id"": 1262, ""name"": ""mountains""}, {""id"": 3373, ""name"": ""snow storm""}, {""id"": 5827, ""name"": ""hiking""}, {""id"": 8624, ""name"": ""climbing""}, {""id"": 10794, ""name"": ""snow""}, {""id"": 34079, ""name"": ""death""}, {""id"": 156783, ""name"": ""blizzard""}, {""id"": 159212, ""name"": ""mountain climbing""}, {""id"": 185722, ""name"": ""based on true events""}, {""id"": 192779, ""name"": ""mount everest""}, {""id"": 209714, ""name"": ""3d""}]",en,Everest,"Inspired by the incredible events surrounding a treacherous attempt to reach the summit of the world's highest mountain, ""Everest"" documents the awe-inspiring journey of two different expeditions challenged beyond their limits by one of the fiercest snowstorms ever encountered by mankind. Their mettle tested by the harshest of elements found on the planet, the climbers will face nearly impossible obstacles as a lifelong obsession becomes a breathtaking struggle for survival.",/4xmndWnTYTE4bDdlWrkZyaGcZlo.jpg,/m4JzTSFDqWnvLkjTKIm4kyDXbTO.jpg,60.246978,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Working Title Films"", ""id"": 10163}, {""name"": ""Walden Media"", ""id"": 10221}, {""name"": ""Cross Creek Pictures"", ""id"": 10246}, {""name"": ""Free State Pictures"", ""id"": 40106}, {""name"": ""RVK Studios"", ""id"": 62693}]","[{""iso_3166_1"": ""IS"", ""name"": ""Iceland""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",10-09-2015,203427584,121,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Storm Awaits.,Everest,6.7,1772
504,1635,126000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",http://www.theisland-themovie.com/,"[{""id"": 402, ""name"": ""clone""}, {""id"": 741, ""name"": ""transplantation""}, {""id"": 2038, ""name"": ""love of one's life""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 6017, ""name"": ""genetics""}, {""id"": 6089, ""name"": ""freedom""}, {""id"": 10685, ""name"": ""escape""}, {""id"": 11628, ""name"": ""cloning""}, {""id"": 188959, ""name"": ""plague""}]",en,The Island,"In 2019, Lincoln Six-Echo is a resident of a seemingly ""Utopian"" but contained facility. Like all of the inhabitants of this carefully-controlled environment, Lincoln hopes to be chosen to go to The Island — reportedly the last uncontaminated location on the planet. But Lincoln soon discovers that everything about his existence is a lie.",/n4HyHxnKCJG8SbqeLEK1nU5JbIR.jpg,/zZZ1FDl5FPClZ9OnMrlaPA4Iuxv.jpg,37.68056,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Parkes/MacDonald Productions"", ""id"": 11084}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",20-07-2005,162949164,136,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Your time will come...,The Island,6.5,1770
505,13053,150000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",http://movies.disney.com/bolt,"[{""id"": 1939, ""name"": ""hamster""}, {""id"": 9963, ""name"": ""kids and family""}, {""id"": 18165, ""name"": ""animal""}, {""id"": 158378, ""name"": ""cat vs dog""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 213873, ""name"": ""dog cat friendship""}, {""id"": 230873, ""name"": ""animal lead""}, {""id"": 232802, ""name"": ""girl dog relationship""}]",en,Bolt,"Bolt is the star of the biggest show in Hollywood. The only problem is, he thinks it's real. After he's accidentally shipped to New York City and separated from Penny, his beloved co-star and owner, Bolt must harness all his ""super powers"" to find a way home.",/z9VHoUcZ1GiH3f3qYz7Me7Zc1Fd.jpg,/4j1whLohGyuz24yIUB9vjwnIFR4.jpg,41.845878,"[{""name"": ""Walt Disney Animation Studios"", ""id"": 6125}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",21-11-2008,309979994,98,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Fully Awesome. Ridonculous. Let It Begin.,Bolt,6.3,1750
506,22794,100000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",http://www.cloudywithachanceofmeatballs.com/,"[{""id"": 3694, ""name"": ""weather""}, {""id"": 10637, ""name"": ""food""}, {""id"": 156810, ""name"": ""science""}]",en,Cloudy with a Chance of Meatballs,"Inventor Flint Lockwood creates a machine that makes clouds rain food, enabling the down-and-out citizens of Chewandswallow to feed themselves. But when the falling food reaches gargantuan proportions, Flint must scramble to avert disaster. Can he regain control of the machine and put an end to the wild weather before the town is destroyed?",/qhOhIKf7QEyQ5dMrRUqs5eTX1Oq.jpg,/iIvtWOkRgzprh6PRPEdnEcwGyM0.jpg,46.781182,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Sony Pictures Animation"", ""id"": 2251}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",17-09-2009,242988466,90,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Prepare to get served.,Cloudy with a Chance of Meatballs,6.5,1747
507,114,14000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",,"[{""id"": 549, ""name"": ""prostitute""}, {""id"": 592, ""name"": ""capitalism""}, {""id"": 995, ""name"": ""cinderella""}, {""id"": 996, ""name"": ""expensive restaurant""}, {""id"": 999, ""name"": ""sports car""}, {""id"": 1022, ""name"": ""workaholic""}, {""id"": 1023, ""name"": ""fire escape""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 207592, ""name"": ""piano""}]",en,Pretty Woman,"When millionaire wheeler-dealer Edward Lewis enters a business contract with Hollywood hooker Vivian Ward, he loses his heart in the bargain in this charming romantic comedy. After Edward hires Vivian as his date for a week and gives her a Cinderella makeover, she returns the favor by mellowing the hardnosed tycoon's outlook. Can the poor prostitute and the rich capitalist live happily ever after?",/hMVMMy1yDUvdufpTl8J8KKNYaZX.jpg,/3tuWpnCTe14zZZPt6sI1W9ByOXx.jpg,45.473484,"[{""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Silver Screen Partners IV"", ""id"": 10282}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",23-03-1990,463000000,119,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}]",Released,Who knew it was so much fun to be a hooker?,Pretty Woman,7,1746
508,76493,65000000,"[{""id"": 35, ""name"": ""Comedy""}]",http://www.dictatorthemovie.com/,"[{""id"": 190066, ""name"": ""kurdish""}]",en,The Dictator,The heroic story of a dictator who risks his life to ensure that democracy would never come to the country he so lovingly oppressed.,/n0W7kajF4GFMRk2c0wWwMQqTaDM.jpg,/tJ898Jb7IDN5SS9hy3r8DinW7U8.jpg,31.349143,"[{""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",15-05-2012,179379533,83,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""he"", ""name"": ""\u05e2\u05b4\u05d1\u05b0\u05e8\u05b4\u05d9\u05ea""}]",Released,kurd,The Dictator,5.9,1743
509,49018,1500000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.insidious-movie.com/,"[{""id"": 2723, ""name"": ""medium""}, {""id"": 10114, ""name"": ""evil spirit""}, {""id"": 14651, ""name"": ""house warming""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}]",en,Insidious,"A family discovers that dark spirits have invaded their home after their son inexplicably falls into an endless sleep. When they reach out to a professional for help, they learn things are a lot more personal than they thought.",/tmlDFIUpGRKiuWm9Ixc6CYDk4y0.jpg,/bylGn5OC2h3BWfGLYFtIcxlYxLy.jpg,58.594852,"[{""name"": ""Alliance Films"", ""id"": 2514}, {""name"": ""IM Global"", ""id"": 7437}, {""name"": ""Stage 6 Films"", ""id"": 11341}, {""name"": ""Haunted Movies"", ""id"": 21742}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",13-09-2010,97009150,103,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,It's not the house that's haunted.,Insidious,6.8,1737
510,105864,175000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",http://movies.disney.com/the-good-dinosaur,"[{""id"": 1720, ""name"": ""tyrannosaurus rex""}, {""id"": 9713, ""name"": ""friends""}, {""id"": 12026, ""name"": ""alternate history""}, {""id"": 12616, ""name"": ""dinosaur""}, {""id"": 13073, ""name"": ""fear""}, {""id"": 14527, ""name"": ""storm""}, {""id"": 18330, ""name"": ""nature""}, {""id"": 187864, ""name"": ""human""}, {""id"": 189092, ""name"": ""journey""}]",en,The Good Dinosaur,An epic journey into the world of dinosaurs where an Apatosaurus named Arlo makes an unlikely human friend.,/j0MuLOCf7q5o62xGVhN80K36xYS.jpg,/cF3H9pyUF6dsvqlYUcH0TyBAMTG.jpg,51.692953,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Pixar Animation Studios"", ""id"": 3}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",14-11-2015,331926147,93,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Little Arms With Big Attitude,The Good Dinosaur,6.6,1736
511,241259,170000000,"[{""id"": 14, ""name"": ""Fantasy""}]",http://movies.disney.com/alice-through-the-looking-glass,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 1507, ""name"": ""clock""}, {""id"": 2011, ""name"": ""queen""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 12552, ""name"": ""alice in wonderland""}, {""id"": 177895, ""name"": ""dark fantasy""}, {""id"": 203699, ""name"": ""mad hatter""}, {""id"": 209714, ""name"": ""3d""}]",en,Alice Through the Looking Glass,"In the sequel to Tim Burton's ""Alice in Wonderland"", Alice Kingsleigh returns to Underland and faces a new adventure in saving the Mad Hatter.",/kbGamUkYfgKIYIrU8kW5oc0NatZ.jpg,/A6d09KtZKdVGSg0gzsldjDwwvhD.jpg,56.268916,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Team Todd"", ""id"": 598}, {""name"": ""Tim Burton Productions"", ""id"": 8601}, {""name"": ""Roth Films"", ""id"": 16314}, {""name"": ""Legend3D"", ""id"": 37455}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",25-05-2016,299370084,113,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,It's time for a little madness.,Alice Through the Looking Glass,6.5,1725
